762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
762,762,762,762,762,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,762,762,762,762,762,762,762
762,762,762,762,762,182,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
762,762,762,762,762,182,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
762,762,762,762,762,182,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
762,762,762,762,762,182,182,182,182,182,182,182,182,182,182,182,182,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
762,762,762,762,762,763,763,762,762,762,763,762,762,762,762,762,182,762,762,762,762,762,762,762,182,763,762,762,762,762,762,762
762,763,763,762,762,763,763,763,763,763,763,762,762,762,762,762,182,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
763,763,763,763,762,763,763,763,763,763,763,762,762,762,762,762,182,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
762,762,762,763,762,762,762,762,762,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,182,762,762,762,762,762,762,762,494,762,762,762,762,762,762,762
492,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,762,762,762,762,762,762,762,760,762,762,762,762,762,762,762
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
