76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,20,20,20,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
162,20,20,76,20,20,20,20,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,20,76,76,76,20,20,20,20,20,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,20,76,76,76,20,76,76,76,20,20,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,20,20,76,76,20,76,76,76,76,20,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,20,20,20,20,76,76,76,76,20,76,76,76,76,76,76,76,76,20,20,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,20,76,76,76,76,76,76,76,20,20,20,20,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,20,20,76,76,76,76,76,20,20,76,76,20,20,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,20,76,76,76,76,20,20,76,76,76,76,20,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,20,20,20,20,20,20,76,76,76,76,76,20,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,20,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,20,164
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
